,index,amazonIDs,recording_mbids,genres
61,80,B0000001BW,"25da2df1-1a51-4d80-a5dc-8bd88f437e2c, d84a0b5a-85ce-4cc8-ae41-4cb7265fdef2, 72594c60-2801-4174-8fe0-ad5a59e0ce11, 253ad1bc-c1c8-4d1c-9c24-e1c0e00c7554, 412311e1-b1c6-4ac6-931a-55e3e5c55cea, 4717c842-c69d-4e15-ab3c-5ce49855beb7, edc99328-9a06-48a5-82f9-01fb9e19aaba, 47828982-ed45-451a-87fa-20a32b9d0ba2, 7610da4a-173e-4577-a152-03aa6bf25153","Jazz,Vocal Jazz,Vocal Pop,Pop,Bebop, Jazz,Vocal Jazz,Vocal Pop,Pop,Bebop, Jazz,Vocal Jazz,Vocal Pop,Pop,Bebop, Jazz,Vocal Jazz,Vocal Pop,Pop,Bebop, Jazz,Vocal Jazz,Vocal Pop,Pop,Bebop, Jazz,Vocal Jazz,Vocal Pop,Pop,Bebop, Jazz,Vocal Jazz,Vocal Pop,Pop,Bebop, Jazz,Vocal Jazz,Vocal Pop,Pop,Bebop, Jazz,Vocal Jazz,Vocal Pop,Pop,Bebop"
62,81,B0000001CM,d9ae570e-59a4-4c9b-9a47-7c8531c36ee5,"Movie Soundtracks,Soundtracks,Pop"
63,82,B0000001DY,"6f879a73-661f-4b52-a049-2d9a0ced2672, b63c4509-5745-4197-bab9-e8a46c560fad, 27d29d45-0136-4625-99ce-17dd5aa47418, ec404aba-903f-45bc-9a16-fb33c7cba0bc, f9fca9fd-ce34-496d-9669-7b18fc7129f7, 95b97fa6-f1d6-4e87-94be-f0f2586c8673, 3b0ece2a-9343-478c-ac34-f510b702baea, 37a90425-9d1c-4ba1-ada8-f93afe309cd4, 85adb2c1-f8ff-47ea-a8c2-33dceaadf812","Alternative Rock,New Wave & Post-Punk,Pop,Post-Punk,Rock,Hardcore & Punk, Alternative Rock,New Wave & Post-Punk,Pop,Post-Punk,Rock,Hardcore & Punk, Alternative Rock,New Wave & Post-Punk,Pop,Post-Punk,Rock,Hardcore & Punk, Alternative Rock,New Wave & Post-Punk,Pop,Post-Punk,Rock,Hardcore & Punk, Alternative Rock,New Wave & Post-Punk,Pop,Post-Punk,Rock,Hardcore & Punk, Alternative Rock,New Wave & Post-Punk,Pop,Post-Punk,Rock,Hardcore & Punk, Alternative Rock,New Wave & Post-Punk,Pop,Post-Punk,Rock,Hardcore & Punk, Alternative Rock,New Wave & Post-Punk,Pop,Post-Punk,Rock,Hardcore & Punk, Alternative Rock,New Wave & Post-Punk,Pop,Post-Punk,Rock,Hardcore & Punk"
64,84,B0000001EL,"c13c1a16-ff95-412f-9977-25304f9a5448, 6278aad0-8252-416d-a1b2-2402ab93ac49","Pop,Cajun & Zydeco,Regional Blues,Traditional Blues,World Music,Blues, Pop,Cajun & Zydeco,Regional Blues,Traditional Blues,World Music,Blues"
65,85,B0000001F9,830b1a80-eb34-4581-9e48-93a78f1ccf99,"Classic Country,Country,Pop,Texas Blues,Electric Blues,Regional Blues,Traditional Blues,Blues,Traditional Folk,Folk"
66,87,B0000001FL,"ef61e4d7-9aa7-43d9-9686-117b30021112, bf9b97ca-dc9a-47df-92ad-913d1cc390b1, f199ab98-4bdf-46ef-a9bd-2739b4993476, 4a11fb68-874e-4186-8f8c-331fa33d3ce8","Cajun & Zydeco,Blues,World Music,Regional Blues,Pop, Cajun & Zydeco,Blues,World Music,Regional Blues,Pop, Cajun & Zydeco,Blues,World Music,Regional Blues,Pop, Cajun & Zydeco,Blues,World Music,Regional Blues,Pop"
67,89,B0000001GF,"f42bd398-76b8-4753-9a3c-87f3fb77bbe0, 181186d7-a034-4419-8fa3-fa56479d237b, c2ab5e36-ea36-4aab-9168-79ee34a9aebb, 0b64944f-cf5d-42b5-bcdc-36ff3216e6fa, cc482705-e805-4689-9551-f9986e409991, b83c567e-da58-465a-bfbb-c405804e62bf, e9769897-c12b-44ba-a9f9-8c98d09232e7","Pop,Slide Guitar,Regional Blues,Acoustic Blues,Traditional Blues,Blues,Delta Blues,Vocal Blues, Pop,Slide Guitar,Regional Blues,Acoustic Blues,Traditional Blues,Blues,Delta Blues,Vocal Blues, Pop,Slide Guitar,Regional Blues,Acoustic Blues,Traditional Blues,Blues,Delta Blues,Vocal Blues, Pop,Slide Guitar,Regional Blues,Acoustic Blues,Traditional Blues,Blues,Delta Blues,Vocal Blues, Pop,Slide Guitar,Regional Blues,Acoustic Blues,Traditional Blues,Blues,Delta Blues,Vocal Blues, Pop,Slide Guitar,Regional Blues,Acoustic Blues,Traditional Blues,Blues,Delta Blues,Vocal Blues, Pop,Slide Guitar,Regional Blues,Acoustic Blues,Traditional Blues,Blues,Delta Blues,Vocal Blues"
68,90,B0000001GH,"2f6d697d-e8af-470b-90e1-f0ee25e48f16, 9f5e32e8-bbdf-4319-8b46-c09aac585ba3, 2835075d-2835-4fe9-9bad-cb1e14f4bc3c, 7b0e7ee1-7958-4d1c-ad2e-59ccb30cb96b, a66cba8a-652e-4323-a678-57497fa1584c","Chicago Blues,Pop,Slide Guitar,Electric Blues,R&B,Regional Blues,Blues, Chicago Blues,Pop,Slide Guitar,Electric Blues,R&B,Regional Blues,Blues, Chicago Blues,Pop,Slide Guitar,Electric Blues,R&B,Regional Blues,Blues, Chicago Blues,Pop,Slide Guitar,Electric Blues,R&B,Regional Blues,Blues, Chicago Blues,Pop,Slide Guitar,Electric Blues,R&B,Regional Blues,Blues"
69,91,B0000001GL,"dff1261f-5722-4354-b480-68126004b477, cebebf8a-8ed5-4e83-a73b-44af1757ad4c, 8fc4042d-af8b-41d3-b462-f6ab8ca2135a","Europe,Special Interest,Pop,Latin Music,Latin Pop,World Music,Flamenco,Continental Europe,Spain, Europe,Special Interest,Pop,Latin Music,Latin Pop,World Music,Flamenco,Continental Europe,Spain, Europe,Special Interest,Pop,Latin Music,Latin Pop,World Music,Flamenco,Continental Europe,Spain"
70,92,B0000001GX,"a84ca0f4-ae04-4ba0-8c9a-ada3d5bce51d, 8dc8994e-ddc4-44a9-8af2-db89fa29fb91, a2cd310e-b794-493e-badd-4b91d9c956db","Swing Jazz,R&B,Jazz,Soul,Pop,Jump Blues,Rock,Blues, Swing Jazz,R&B,Jazz,Soul,Pop,Jump Blues,Rock,Blues, Swing Jazz,R&B,Jazz,Soul,Pop,Jump Blues,Rock,Blues"
71,93,B0000001HL,"5f29d4e5-810c-41cd-98c7-5baf8b22e70d, 2ea7ab9e-0638-4ef5-8fc6-dc449e3acf50, 6c9f50c6-ba61-48c8-8ff0-1901f9456d12, 3ab8b268-d9af-441d-8085-b3047e59b66d, 53cc1bb3-f486-48f3-b429-b4f5937dc9c9, 06f9d04a-2645-41f9-b37a-184e706a1e0d, 47d5d733-76f5-45e0-bd30-8bbe54ce45d8, ab69fe31-4147-4f62-8b60-89385f92cfaf, ef33c446-cc72-40a0-87bb-50fce3016a75, 1b96a2a9-08c0-4360-9c7e-4ddfd9b6f45c, 611aa956-705c-4da5-8e44-247605b950cd, d6e34527-71e8-4304-b51b-61d12a519508, 1e87533b-b571-48a3-8e00-ad71a1e5e64b, ed2d52ae-604d-4dd6-b1c5-9238eb36d757","Jazz,Pop,R&B,Regional Blues,Dixieland,Acoustic Blues,New Orleans Blues,New Orleans Jazz,Blues, Jazz,Pop,R&B,Regional Blues,Dixieland,Acoustic Blues,New Orleans Blues,New Orleans Jazz,Blues, Jazz,Pop,R&B,Regional Blues,Dixieland,Acoustic Blues,New Orleans Blues,New Orleans Jazz,Blues, Jazz,Pop,R&B,Regional Blues,Dixieland,Acoustic Blues,New Orleans Blues,New Orleans Jazz,Blues, Jazz,Pop,R&B,Regional Blues,Dixieland,Acoustic Blues,New Orleans Blues,New Orleans Jazz,Blues, Jazz,Pop,R&B,Regional Blues,Dixieland,Acoustic Blues,New Orleans Blues,New Orleans Jazz,Blues, Jazz,Pop,R&B,Regional Blues,Dixieland,Acoustic Blues,New Orleans Blues,New Orleans Jazz,Blues, Jazz,Pop,R&B,Regional Blues,Dixieland,Acoustic Blues,New Orleans Blues,New Orleans Jazz,Blues, Jazz,Pop,R&B,Regional Blues,Dixieland,Acoustic Blues,New Orleans Blues,New Orleans Jazz,Blues, Jazz,Pop,R&B,Regional Blues,Dixieland,Acoustic Blues,New Orleans Blues,New Orleans Jazz,Blues, Jazz,Pop,R&B,Regional Blues,Dixieland,Acoustic Blues,New Orleans Blues,New Orleans Jazz,Blues, Jazz,Pop,R&B,Regional Blues,Dixieland,Acoustic Blues,New Orleans Blues,New Orleans Jazz,Blues, Jazz,Pop,R&B,Regional Blues,Dixieland,Acoustic Blues,New Orleans Blues,New Orleans Jazz,Blues, Jazz,Pop,R&B,Regional Blues,Dixieland,Acoustic Blues,New Orleans Blues,New Orleans Jazz,Blues"
72,94,B0000001I2,"6101f743-c358-4740-a850-ed24dc6c78bc, bef90f5e-df5f-48f4-ab8b-8b49f7c8bfff","Pop,Traditional Folk,Cajun & Zydeco,Regional Blues,World Music,Blues,Folk, Pop,Traditional Folk,Cajun & Zydeco,Regional Blues,World Music,Blues,Folk"
73,95,B0000001IF,"bd071efa-6526-4a95-892a-61295fd5a5f1, a9d2aa10-9ad3-4074-b9c2-5e427a112cd7","Classic Country,Country,Pop,Tejano,Latin Music,Latin Pop,World Music,Rock, Classic Country,Country,Pop,Tejano,Latin Music,Latin Pop,World Music,Rock"
74,97,B0000001IQ,"9f9cf538-9981-4420-a3a1-84e5cd0c9429, 48baf981-7110-405d-ae5e-9ffca60f82de, 1686a503-8686-4b3e-af93-d55a3ad545f2, e1f3c88d-6599-4fa0-80ae-0175dfb60662, d5299f55-0b40-4f9b-881d-b6b38d5549be, ec702f0b-1978-4139-b5f6-0bde4d55242a, 9aeed51b-4a75-481a-9016-3c8b0b5b8db2, b0472264-a35b-4ffe-8f4f-306bd8c08ce8, 1450ee8d-58a2-4b25-83b8-228900eb9d37, 60e88cbd-8a3d-47e8-a6e9-0ab1168f8077, 457212af-55c9-415f-b4fd-954f392e39ee, e5c1cc71-13a3-4a1b-b364-525bad20fe07, da946946-fdb2-4791-9bc8-c604a41a0157, d9178ff2-6013-44ed-9b50-a4cff83f2396, 96dcebfc-b509-48d9-a0ab-a8f98f9d496f, b0034e57-44cc-4ab4-88f0-76be860df9aa, 80060e0b-38c5-45eb-86c6-c5fad12e8f6b, b94df012-5e38-4239-83b0-417c6be92127, c6a8f73d-537a-4891-a0e5-d6fe36959bcc","Cajun & Zydeco,Blues,World Music,Regional Blues,Pop, Cajun & Zydeco,Blues,World Music,Regional Blues,Pop, Cajun & Zydeco,Blues,World Music,Regional Blues,Pop, Cajun & Zydeco,Blues,World Music,Regional Blues,Pop, Cajun & Zydeco,Blues,World Music,Regional Blues,Pop, Cajun & Zydeco,Blues,World Music,Regional Blues,Pop, Cajun & Zydeco,Blues,World Music,Regional Blues,Pop, Cajun & Zydeco,Blues,World Music,Regional Blues,Pop, Cajun & Zydeco,Blues,World Music,Regional Blues,Pop, Cajun & Zydeco,Blues,World Music,Regional Blues,Pop, Cajun & Zydeco,Blues,World Music,Regional Blues,Pop, Cajun & Zydeco,Blues,World Music,Regional Blues,Pop, Cajun & Zydeco,Blues,World Music,Regional Blues,Pop, Cajun & Zydeco,Blues,World Music,Regional Blues,Pop, Cajun & Zydeco,Blues,World Music,Regional Blues,Pop, Cajun & Zydeco,Blues,World Music,Regional Blues,Pop, Cajun & Zydeco,Blues,World Music,Regional Blues,Pop, Cajun & Zydeco,Blues,World Music,Regional Blues,Pop, Cajun & Zydeco,Blues,World Music,Regional Blues,Pop"
75,98,B0000001IW,"64c9ead9-c7f7-4962-ac0a-8e3d3c98b9d4, 30b58893-9711-4f9e-9fa6-b5478612f83b, dd1c9347-f947-4069-9e7e-4115f08c9906, 556d5c9b-e4ca-49e1-87bb-01873f528374, b018b35e-add3-4b8b-8c45-ec68e6bbf358, fdd29143-8267-41d8-ba7e-743fb6f2ddca, ccf997a4-424e-4c2b-bee2-b14578e61fcd, 4bea232f-f53c-4361-bed9-a8a34e6468a1, 10d3a3e4-e81e-40fe-a72d-f760f7034b16, 38552665-562f-454a-8788-b93241b39de2, 13ea83d4-0599-46ae-a5a1-b590128b364a, ac1bad2a-d34a-42bb-ac9a-c3c0888e2292, 58dfa1dd-276d-4002-a1dd-774465a2695f","R&B,Jazz,Pop,Traditional Jazz & Ragtime,Boogie-Woogie,Blues,Piano Blues, R&B,Jazz,Pop,Traditional Jazz & Ragtime,Boogie-Woogie,Blues,Piano Blues, R&B,Jazz,Pop,Traditional Jazz & Ragtime,Boogie-Woogie,Blues,Piano Blues, R&B,Jazz,Pop,Traditional Jazz & Ragtime,Boogie-Woogie,Blues,Piano Blues, R&B,Jazz,Pop,Traditional Jazz & Ragtime,Boogie-Woogie,Blues,Piano Blues, R&B,Jazz,Pop,Traditional Jazz & Ragtime,Boogie-Woogie,Blues,Piano Blues, R&B,Jazz,Pop,Traditional Jazz & Ragtime,Boogie-Woogie,Blues,Piano Blues, R&B,Jazz,Pop,Traditional Jazz & Ragtime,Boogie-Woogie,Blues,Piano Blues, R&B,Jazz,Pop,Traditional Jazz & Ragtime,Boogie-Woogie,Blues,Piano Blues, R&B,Jazz,Pop,Traditional Jazz & Ragtime,Boogie-Woogie,Blues,Piano Blues, R&B,Jazz,Pop,Traditional Jazz & Ragtime,Boogie-Woogie,Blues,Piano Blues, R&B,Jazz,Pop,Traditional Jazz & Ragtime,Boogie-Woogie,Blues,Piano Blues, R&B,Jazz,Pop,Traditional Jazz & Ragtime,Boogie-Woogie,Blues,Piano Blues"
76,99,B0000001IX,"3814b18e-dd82-43be-bbcf-bf7258dd4fbe, 34e158ce-4491-4886-bb00-ff7ec90e292e, 8249399b-ba1a-4751-9552-03dc3eaf1733, 6afc2b33-c00e-43c7-8e73-20a866748fdf, 2547c879-1b47-4d54-a6a6-af70a3c23932, e7d167fd-878f-468d-ab2d-7f2f093aeff4, b176283d-47fa-432b-a3b9-84c1d2f84e30, 0189596b-7fd4-47db-88e6-055bdaafb109, f9a4934d-6e03-4dd6-bb2f-6be141ba3f2c, 2c359a1d-aa14-4c96-ae3c-4cc4199ca4ec, 9271e41f-90b5-4396-acc6-5b23c2ccba7a, 11250434-46e1-4d93-bacb-eda0139b3403, f4451dc0-0663-48d1-988b-4692862842df, b4aec122-9c39-4fe6-b1c7-8b949ad2297a, d6a539e6-8155-49f7-ab01-3b6de94e784f, 78ab37ae-7961-40ed-ba3b-46834d0f14c3, 2874cde1-88c8-4707-a759-7ffbde93f81f, 3d99d7bc-e803-4f05-b05b-ec3e489c7b68, 9810801c-cd70-4aee-82b9-bff0ecbc2e2a, 72681719-73aa-49e4-b73f-45be4908bd2f, dd43da04-e275-4401-9332-8c7642af3132","Classic Country,Roadhouse Country,Country,Pop,Cajun & Zydeco,Regional Blues,Traditional Blues,World Music,Western Swing,Blues, Classic Country,Roadhouse Country,Country,Pop,Cajun & Zydeco,Regional Blues,Traditional Blues,World Music,Western Swing,Blues, Classic Country,Roadhouse Country,Country,Pop,Cajun & Zydeco,Regional Blues,Traditional Blues,World Music,Western Swing,Blues, Classic Country,Roadhouse Country,Country,Pop,Cajun & Zydeco,Regional Blues,Traditional Blues,World Music,Western Swing,Blues, Classic Country,Roadhouse Country,Country,Pop,Cajun & Zydeco,Regional Blues,Traditional Blues,World Music,Western Swing,Blues, Classic Country,Roadhouse Country,Country,Pop,Cajun & Zydeco,Regional Blues,Traditional Blues,World Music,Western Swing,Blues, Classic Country,Roadhouse Country,Country,Pop,Cajun & Zydeco,Regional Blues,Traditional Blues,World Music,Western Swing,Blues, Classic Country,Roadhouse Country,Country,Pop,Cajun & Zydeco,Regional Blues,Traditional Blues,World Music,Western Swing,Blues, Classic Country,Roadhouse Country,Country,Pop,Cajun & Zydeco,Regional Blues,Traditional Blues,World Music,Western Swing,Blues, Classic Country,Roadhouse Country,Country,Pop,Cajun & Zydeco,Regional Blues,Traditional Blues,World Music,Western Swing,Blues, Classic Country,Roadhouse Country,Country,Pop,Cajun & Zydeco,Regional Blues,Traditional Blues,World Music,Western Swing,Blues, Classic Country,Roadhouse Country,Country,Pop,Cajun & Zydeco,Regional Blues,Traditional Blues,World Music,Western Swing,Blues, Classic Country,Roadhouse Country,Country,Pop,Cajun & Zydeco,Regional Blues,Traditional Blues,World Music,Western Swing,Blues, Classic Country,Roadhouse Country,Country,Pop,Cajun & Zydeco,Regional Blues,Traditional Blues,World Music,Western Swing,Blues, Classic Country,Roadhouse Country,Country,Pop,Cajun & Zydeco,Regional Blues,Traditional Blues,World Music,Western Swing,Blues, Classic Country,Roadhouse Country,Country,Pop,Cajun & Zydeco,Regional Blues,Traditional Blues,World Music,Western Swing,Blues, Classic Country,Roadhouse Country,Country,Pop,Cajun & Zydeco,Regional Blues,Traditional Blues,World Music,Western Swing,Blues, Classic Country,Roadhouse Country,Country,Pop,Cajun & Zydeco,Regional Blues,Traditional Blues,World Music,Western Swing,Blues, Classic Country,Roadhouse Country,Country,Pop,Cajun & Zydeco,Regional Blues,Traditional Blues,World Music,Western Swing,Blues, Classic Country,Roadhouse Country,Country,Pop,Cajun & Zydeco,Regional Blues,Traditional Blues,World Music,Western Swing,Blues, Classic Country,Roadhouse Country,Country,Pop,Cajun & Zydeco,Regional Blues,Traditional Blues,World Music,Western Swing,Blues"
77,100,B0000001JE,"40f529f3-b432-40d0-87bf-a004dafed91b, 7ab9234c-eaab-4e86-a346-1d3862f27bcf, 6b3e67ab-99de-4627-9f5d-c55de5a7f279, 51ea9883-607a-460a-9d5c-31f01f1c2879, d3295108-48d2-428c-b101-a26328536872, a4531840-8c05-400d-80e7-77337e1b59a2, 1daa330f-a7e8-49fc-8ad0-c12579c28701, 4895d5eb-e8b9-46c2-9e2c-3059569cdd0e, e05c6301-e240-43c0-afa3-eb7ffa647a2d","Chicago Blues,Regional Blues,Pop,Electric Blues,R&B,Modern Blues,New Orleans Blues,Blues, Chicago Blues,Regional Blues,Pop,Electric Blues,R&B,Modern Blues,New Orleans Blues,Blues, Chicago Blues,Regional Blues,Pop,Electric Blues,R&B,Modern Blues,New Orleans Blues,Blues, Chicago Blues,Regional Blues,Pop,Electric Blues,R&B,Modern Blues,New Orleans Blues,Blues, Chicago Blues,Regional Blues,Pop,Electric Blues,R&B,Modern Blues,New Orleans Blues,Blues, Chicago Blues,Regional Blues,Pop,Electric Blues,R&B,Modern Blues,New Orleans Blues,Blues, Chicago Blues,Regional Blues,Pop,Electric Blues,R&B,Modern Blues,New Orleans Blues,Blues, Chicago Blues,Regional Blues,Pop,Electric Blues,R&B,Modern Blues,New Orleans Blues,Blues, Chicago Blues,Regional Blues,Pop,Electric Blues,R&B,Modern Blues,New Orleans Blues,Blues"
78,101,B0000001JF,"caa3ddb2-47fc-4049-974b-ed6c3a23dc33, aac0e8b9-951f-4672-b28d-75f38e92f502, cd705f45-5053-4fce-a5c9-6d620c514400, c74ebcb1-3c31-41bf-80ad-e4b4f47f778d","Blues,Acoustic Blues,Pop, Blues,Acoustic Blues,Pop, Blues,Acoustic Blues,Pop, Blues,Acoustic Blues,Pop"
79,102,B0000001JG,"a14ce5fe-4475-413f-aa68-9df068e80646, 6c1b3951-4580-480c-8297-975fab73d999, 4c815bc4-f742-4724-bb2d-ec52ed069d2f, 9a1c1d3e-2f79-4e7a-9679-d6c7a198e20f, 3cca7ead-7bd1-4aba-bce6-54e498f9cec6, 13e8db61-3f4c-40aa-8e06-b796bb51c094","Blues,Acoustic Blues,Pop, Blues,Acoustic Blues,Pop, Blues,Acoustic Blues,Pop, Blues,Acoustic Blues,Pop, Blues,Acoustic Blues,Pop, Blues,Acoustic Blues,Pop"
80,104,B0000001K9,"3d67d245-91e6-4052-9d91-96437835c8bd, 58a59085-a6a6-488c-b07d-de8303cc7cc0, 6d194114-f7b8-4a62-bd35-8de2c0d5f3c7","Cajun & Zydeco,Blues,World Music,Regional Blues,Pop, Cajun & Zydeco,Blues,World Music,Regional Blues,Pop, Cajun & Zydeco,Blues,World Music,Regional Blues,Pop"
81,105,B0000001KB,"55c71766-df6b-484e-b4d6-baabd9b0e414, eac3391c-5310-41a4-88a4-59d11e3163f7","Classic Country,Country,Special Interest,Pop,Acoustic Blues,Traditional Blues,World Music,Blues, Classic Country,Country,Special Interest,Pop,Acoustic Blues,Traditional Blues,World Music,Blues"
82,106,B0000001L9,"a50214c1-7db9-4772-a370-d45cd36cbeed, fda3b714-7963-414b-8b23-74d214d66aa9, e559f35b-2b5b-40a4-9060-3f89a38a7adb, 7b1b0d90-1c65-4fdc-9f4a-c6054be432c2, b191e6e0-b5ff-4955-8597-a71b5198fdd2, e3d51cd7-c94b-459a-af1b-88d2693acfb4, 83dacc86-b66e-45e0-b4c4-f0fa1effd9c3, 8033b333-a973-4016-a2df-e4821b517a91, 1d7357df-f26d-4ec2-aabe-1dcdbbafa784, afc946fc-adc0-46e6-9f89-2c03a2b3a5b6, c4e31e71-b8a8-4e39-911c-379ca7e03754, 93c78f66-aa55-4755-87d8-24b8963371f8, d2c3451c-2d63-4f23-831f-d21f2d44cd15, 29724c3a-a20b-4e31-81f0-824c55574440","Pop,Cajun & Zydeco,Regional Blues,Traditional Blues,World Music,Blues, Pop,Cajun & Zydeco,Regional Blues,Traditional Blues,World Music,Blues, Pop,Cajun & Zydeco,Regional Blues,Traditional Blues,World Music,Blues, Pop,Cajun & Zydeco,Regional Blues,Traditional Blues,World Music,Blues, Pop,Cajun & Zydeco,Regional Blues,Traditional Blues,World Music,Blues, Pop,Cajun & Zydeco,Regional Blues,Traditional Blues,World Music,Blues, Pop,Cajun & Zydeco,Regional Blues,Traditional Blues,World Music,Blues, Pop,Cajun & Zydeco,Regional Blues,Traditional Blues,World Music,Blues, Pop,Cajun & Zydeco,Regional Blues,Traditional Blues,World Music,Blues, Pop,Cajun & Zydeco,Regional Blues,Traditional Blues,World Music,Blues, Pop,Cajun & Zydeco,Regional Blues,Traditional Blues,World Music,Blues, Pop,Cajun & Zydeco,Regional Blues,Traditional Blues,World Music,Blues, Pop,Cajun & Zydeco,Regional Blues,Traditional Blues,World Music,Blues, Pop,Cajun & Zydeco,Regional Blues,Traditional Blues,World Music,Blues"
83,107,B0000001LD,"dd94446c-9695-4316-9541-f5fe05425128, b3a11b6d-f13e-4ee1-8aea-dca70f65fa49, 82b2425b-8698-4113-a3f8-5e72cb2c3d3d, 480f7e5a-f2a8-4f2d-a5c7-b0f5e5cc60a1","Cajun & Zydeco,Blues,World Music,Regional Blues,Pop, Cajun & Zydeco,Blues,World Music,Regional Blues,Pop, Cajun & Zydeco,Blues,World Music,Regional Blues,Pop, Cajun & Zydeco,Blues,World Music,Regional Blues,Pop"
84,110,B0000001NN,5a5b7421-a459-4b61-a0ac-264590aa655f,"Swing Jazz,Jazz,Traditional Vocal Pop,Pop,Broadway & Vocalists,Blues,Cool Jazz"
85,112,B0000001NR,"28eea904-cc68-4afb-bd7e-e01070a7d19b, 8ca3e2e9-c075-4e7e-9043-9a3d68fb1500, 367e9b63-9d48-40b7-8c54-2ffffca55782","Swing Jazz,Oldies,Vocal Jazz,Jazz,Traditional Vocal Pop,Traditional Pop,Pop,Traditional Jazz & Ragtime,Broadway & Vocalists,Vocal Pop,Classic Vocalists, Swing Jazz,Oldies,Vocal Jazz,Jazz,Traditional Vocal Pop,Traditional Pop,Pop,Traditional Jazz & Ragtime,Broadway & Vocalists,Vocal Pop,Classic Vocalists, Swing Jazz,Oldies,Vocal Jazz,Jazz,Traditional Vocal Pop,Traditional Pop,Pop,Traditional Jazz & Ragtime,Broadway & Vocalists,Vocal Pop,Classic Vocalists"
86,115,B0000001PU,"c2258825-b8d8-4812-8dc9-0fe9e78dcbc6, 04d09836-54ab-4541-8f8f-60a9755dbd6d, e7a45ba9-8dac-42a6-9a43-eb7ddcc6ccaf","Smooth Jazz,Jazz,Pop,Easy Listening, Smooth Jazz,Jazz,Pop,Easy Listening, Smooth Jazz,Jazz,Pop,Easy Listening"
87,116,B0000001PV,"179cb097-5b20-45f3-a4f2-3320d60c6741, d84a3293-5e60-4deb-80eb-443a083c18a5","Smooth Jazz,Jazz,Pop,Easy Listening, Smooth Jazz,Jazz,Pop,Easy Listening"
88,117,B0000001PW,44d9afb4-b005-4469-a86d-11feed384eb5,"Modern Postbebop,Jazz,Pop,Jazz Fusion,Bebop"
89,120,B0000001Q4,"b1c963da-6663-448a-a440-d1e47d96aa54, fff1484c-52f4-46fb-8ceb-feeb3fb5e5b6, bb8c19fc-4344-4f80-b87b-bed7b129903a","Smooth Jazz,Jazz,Pop,Easy Listening, Smooth Jazz,Jazz,Pop,Easy Listening, Smooth Jazz,Jazz,Pop,Easy Listening"
90,121,B0000001Q7,"082f267c-4c39-4291-a2dc-bce8e97d301f, 77c75b40-8c30-4321-b4c0-0314a24c2e15, 8fd27121-8913-462b-a2cf-3df66b91299c, 80b9a52e-fabb-4093-93f2-63b8fa849f26, f1a3bbc5-afd4-47df-8800-66343e564ec2, b9a79572-b671-4554-88ae-8c2d0131d777","Modern Postbebop,Jazz,Pop,Jazz Fusion,Bebop, Modern Postbebop,Jazz,Pop,Jazz Fusion,Bebop, Modern Postbebop,Jazz,Pop,Jazz Fusion,Bebop, Modern Postbebop,Jazz,Pop,Jazz Fusion,Bebop, Modern Postbebop,Jazz,Pop,Jazz Fusion,Bebop, Modern Postbebop,Jazz,Pop,Jazz Fusion,Bebop"
91,122,B0000001Q9,"01e1d736-7878-4fd3-be02-2c76a51e12b4, 212d944c-f156-411b-bfa9-6f70cdfcf861","Smooth Jazz,Jazz,Pop,Easy Listening, Smooth Jazz,Jazz,Pop,Easy Listening"
92,123,B0000001QE,"1c171b01-71d4-4093-8339-ec03b50aa309, 5c5694dd-e25c-455a-bb1f-40e78a1e4dec, a90b01bb-1ef9-4fd2-afdc-25fc7642202d, 2b48c2cf-20ee-4151-a2c0-ab37213a8036, 3bb85aae-b49d-4153-a6f3-096f24d222e9, 79cb80f9-7528-4dcc-b227-a68898e1397f, 2fea2bf0-5d43-4c67-b9bd-0610077058af","Modern Postbebop,Jazz,Pop,Jazz Fusion,Bebop, Modern Postbebop,Jazz,Pop,Jazz Fusion,Bebop, Modern Postbebop,Jazz,Pop,Jazz Fusion,Bebop, Modern Postbebop,Jazz,Pop,Jazz Fusion,Bebop, Modern Postbebop,Jazz,Pop,Jazz Fusion,Bebop, Modern Postbebop,Jazz,Pop,Jazz Fusion,Bebop, Modern Postbebop,Jazz,Pop,Jazz Fusion,Bebop"
93,124,B0000001QL,"7f92ce9e-bbde-4b37-bbbb-7c9bc70cd4c0, edfaecbc-970e-4123-aa52-41a95e6ad24b, f9a1493c-e3e1-45ac-8cc1-7d1fabaf5ebc","Smooth Jazz,Jazz,Pop, Smooth Jazz,Jazz,Pop, Smooth Jazz,Jazz,Pop"
94,125,B0000001QN,"ce630de8-f2db-4000-85c7-2b84338a0482, 587c0f94-32e7-414f-bdd1-40998ef567f4, e398ee91-31b5-427c-b457-e2c5c8ead6da, 3b56bc6e-30ce-4d22-acec-ad2b192f7d9f","Smooth Jazz,Jazz,Pop,Easy Listening, Smooth Jazz,Jazz,Pop,Easy Listening, Smooth Jazz,Jazz,Pop,Easy Listening, Smooth Jazz,Jazz,Pop,Easy Listening"
95,126,B0000001QP,41481f6c-2ff0-4afd-ba36-6f809c1ce4fb,"Adult Contemporary,R&B,Children's Music,Jazz,Soul,Pop,Special Interest,Quiet Storm,Modern Postbebop,Contemporary R&B,Bebop,Smooth Jazz,Cool Jazz"
